0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _1.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _2.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _3.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _4.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _5.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _6.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _7.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _8.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _9.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _10.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _11.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _12.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _13.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _14.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _15.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _16.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _17.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _18.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _19.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _20.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _21.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _22.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _23.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _24.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _25.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _26.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _27.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _28.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _29.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _30.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _31.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _32.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _33.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _34.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _35.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _36.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _37.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _38.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _39.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _40.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _41.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _42.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _43.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _44.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _45.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _46.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _47.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _48.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _49.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _50.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _51.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _52.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _53.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _54.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _55.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _56.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _57.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _58.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _59.jpg
0.000000,0.000000,logs/CX3_Sat Jan  5 03:44:06 _60.jpg
